,Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
65,https://kawalpemilu.org#928554,"BULAWAN SATU, KOTABUNAN, BOLAANG MONGONDOW TIMUR, SULAWESI UTARA",3,98,154,252
1244,https://kawalpemilu.org#66002,"TANDENGAN, ERIS, MINAHASA, SULAWESI UTARA",4,194,24,218
4371,https://kawalpemilu.org#66895,"BASAAN, RATATOTOK, MINAHASA TENGGARA, SULAWESI UTARA",3,179,59,238
2757,https://kawalpemilu.org#66479,"AMMAT SELATAN, TAMPAN' AMMA, KEPULAUAN TALAUD, SULAWESI UTARA",2,154,6,160
4625,https://kawalpemilu.org#66952,"MOME, BINTAUNA, BOLAANG MONGONDOW UTARA, SULAWESI UTARA",2,154,14,168
1798,https://kawalpemilu.org#66156,"KAMPUNG JAWA, TONDANO UTARA, MINAHASA, SULAWESI UTARA",5,100,134,234
3303,https://kawalpemilu.org#66647,"MALOLA, KUMELEMBUAI, MINAHASA SELATAN, SULAWESI UTARA",1,182,16,198
4668,https://kawalpemilu.org#66969,"BOHABAK I, BOLANGITANG TIMUR, BOLAANG MONGONDOW UTARA, SULAWESI UTARA",1,106,133,239
3900,https://kawalpemilu.org#66777,"TATELU, DIMEMBE, MINAHASA UTARA, SULAWESI UTARA",6,215,28,243
7663,https://kawalpemilu.org#67390,"GOGAGOMAN, KOTAMOBAGU BARAT, KOTA KOTAMOBAGU, SULAWESI UTARA",12,158,71,229
1211,https://kawalpemilu.org#65993,"KINIAR, TONDANO TIMUR, MINAHASA, SULAWESI UTARA",6,189,19,208
4183,https://kawalpemilu.org#66836,"MAPANGET, TALAWAAN, MINAHASA UTARA, SULAWESI UTARA",10,147,21,168
1061,https://kawalpemilu.org#12986,"PUNGGASAN TIMUR, LINGGO SARI BAGANTI, PESISIR SELATAN, SUMATERA BARAT",7,23,191,214
11912,https://kawalpemilu.org#13698,"MUARO KIAWAI, GUNUNG TULEH, PASAMAN BARAT, SUMATERA BARAT",8,12,108,120
15860,https://kawalpemilu.org#13988,"KOTOKOCIAK KUBU TAPAKRAJO, PAYAKUMBUH UTARA, KOTA PAYAKUMBUH, SUMATERA BARAT",2,37,203,240
1407,https://kawalpemilu.org#84413,"SUNGAI SIRAH, SILAUT, PESISIR SELATAN, SUMATERA BARAT",4,67,161,228
1664,https://kawalpemilu.org#13017,"SALIMPAT, LEMBAH GUMANTI, SOLOK, SUMATERA BARAT",24,3,87,90
10912,https://kawalpemilu.org#13653,"PAKAN RABAA, KOTO PARIK GADANG DIATEH, SOLOK SELATAN, SUMATERA BARAT",10,12,180,192
153,https://kawalpemilu.org#84329,"PELANGAI KACIAK, RANAH PESISIR, PESISIR SELATAN, SUMATERA BARAT",1,19,98,117
3301,https://kawalpemilu.org#13151,"SISAWAH, SUMPUR KUDUS, SIJUNJUNG, SUMATERA BARAT",1,13,217,230
15378,https://kawalpemilu.org#13909,"PAKAN KURAI, GUGUAK PANJANG, KOTA BUKITTINGGI, SUMATERA BARAT",17,23,118,141
14439,https://kawalpemilu.org#13819,"KOTO PANJANG IKUA KOTO, KOTO TANGAH, KOTA PADANG, SUMATERA BARAT",17,39,185,224
882,https://kawalpemilu.org#12979,"SURANTIH, SUTERA, PESISIR SELATAN, SUMATERA BARAT",14,14,171,185
4830,https://kawalpemilu.org#13258,"KASANG, BATANG ANAI, PADANG PARIAMAN, SUMATERA BARAT",33,6,171,177
4673,https://kawalpemilu.org#87283,"PASIE LAWEH LUBUK ALUNG, LUBUK ALUNG, PADANG PARIAMAN, SUMATERA BARAT",15,25,183,208
14127,https://kawalpemilu.org#13808,"SURAU GADANG, NANGGALO, KOTA PADANG, SUMATERA BARAT",35,15,143,158
15724,https://kawalpemilu.org#13945,"KOTO TANGAH, PAYAKUMBUH BARAT, KOTA PAYAKUMBUH, SUMATERA BARAT",2,11,190,201
1685,https://kawalpemilu.org#13018,"AIE DINGIN, LEMBAH GUMANTI, SOLOK, SUMATERA BARAT",20,5,166,171
6835,https://kawalpemilu.org#13371,"TABEK PANJANG, BASO, AGAM, SUMATERA BARAT",1,20,95,115
9931,https://kawalpemilu.org#13605,"BULASAT, PAGAI SELATAN, KEPULAUAN MENTAWAI, SUMATERA BARAT",4,122,4,126
14053,https://kawalpemilu.org#13806,"SUNGAI SAPIH, KURANJI, KOTA PADANG, SUMATERA BARAT",1,17,121,138
13865,https://kawalpemilu.org#13802,"KALUMBUK, KURANJI, KOTA PADANG, SUMATERA BARAT",27,12,174,186
2895,https://kawalpemilu.org#13114,"PARU, SIJUNJUNG, SIJUNJUNG, SUMATERA BARAT",6,13,169,182
9113,https://kawalpemilu.org#927850,"PANTI TIMUR, PANTI, PASAMAN, SUMATERA BARAT",33,23,114,137
14362,https://kawalpemilu.org#13817,"AIE PACAH, KOTO TANGAH, KOTA PADANG, SUMATERA BARAT",16,22,159,181
16222,https://kawalpemilu.org#14073,"KAMPUNG GADANG, PARIAMAN TIMUR, KOTA PARIAMAN, SUMATERA BARAT",3,16,184,200
13516,https://kawalpemilu.org#13783,"BANDA BUEK, LUBUK KILANGAN, KOTA PADANG, SUMATERA BARAT",30,16,128,144
5890,https://kawalpemilu.org#931264,"Kp. Tanjuang Koto Mambang, PATAMUAN, PADANG PARIAMAN, SUMATERA BARAT",3,24,140,164
7232,https://kawalpemilu.org#13394,"SUNGAI PUA, SUNGAI PUA, AGAM, SUMATERA BARAT",24,11,155,166
3698,https://kawalpemilu.org#13185,"BALIMBING, RAMBATAN, TANAH DATAR, SUMATERA BARAT",14,17,163,180
1736,https://kawalpemilu.org#13024,"BATU BANYAK, LEMBANG JAYA, SOLOK, SUMATERA BARAT",4,18,143,161
1009,https://kawalpemilu.org#84379,"GANTING MUDIAK SELATAN SURANTIH, SUTERA, PESISIR SELATAN, SUMATERA BARAT",1,17,151,168
14325,https://kawalpemilu.org#13816,"LUBUK MINTURUN, KOTO TANGAH, KOTA PADANG, SUMATERA BARAT",4,16,168,184
12681,https://kawalpemilu.org#13733,"ANDALAS, PADANG TIMUR, KOTA PADANG, SUMATERA BARAT",8,42,193,235
9209,https://kawalpemilu.org#13530,"CUBADAK, DUO KOTO, PASAMAN, SUMATERA BARAT",25,15,117,132
14475,https://kawalpemilu.org#13821,"BATIPUH PANJANG, KOTO TANGAH, KOTA PADANG, SUMATERA BARAT",13,29,224,253
14160,https://kawalpemilu.org#13809,"KAMPUNG OLO, NANGGALO, KOTA PADANG, SUMATERA BARAT",4,10,119,129
5836,https://kawalpemilu.org#13270,"SUNGAI ASAM, 2 X 11 ENAM LINGKUNG, PADANG PARIAMAN, SUMATERA BARAT",3,17,207,224
547,https://kawalpemilu.org#84344,"SUNGAI BUKIK KACIAK LUMPO, IV JURAI, PESISIR SELATAN, SUMATERA BARAT",3,12,221,233
14267,https://kawalpemilu.org#13813,"KAMPUNG LAPAI, NANGGALO, KOTA PADANG, SUMATERA BARAT",18,10,148,158
2031,https://kawalpemilu.org#13040,"MUARO PANEH, BUKIT SUNDI, SOLOK, SUMATERA BARAT",41,21,78,99
15094,https://kawalpemilu.org#13876,"TALAWI MUDIK, TALAWI, KOTA SAWAHLUNTO, SUMATERA BARAT",3,31,192,223
11256,https://kawalpemilu.org#13683,"AIA BANGIH, SUNGAI BEREMAS, PASAMAN BARAT, SUMATERA BARAT",32,10,157,167
11364,https://kawalpemilu.org#13685,"UJUNG GADIANG, LEMBAH MELINTANG, PASAMAN BARAT, SUMATERA BARAT",67,27,216,243
21142,https://kawalpemilu.org#20569,"KUTO BATU, ILIR TIMUR III, KOTA PALEMBANG, SUMATERA SELATAN",17,59,157,216
7323,https://kawalpemilu.org#18929,"PETUNANG, TUAH NEGERI, MUSI RAWAS, SUMATERA SELATAN",1,37,158,195
10238,https://kawalpemilu.org#19360,"SUMBER MULYA, MUARA TELANG, BANYUASIN, SUMATERA SELATAN",6,162,94,256
12536,https://kawalpemilu.org#19624,"MUJO RAHAYU, SEMENDAWAI SUKU III, OGAN KOMERING ULU TIMUR, SUMATERA SELATAN",1,148,85,233
8276,https://kawalpemilu.org#19063,"SRI GUNUNG, SUNGAI LILIN, MUSI BANYUASIN, SUMATERA SELATAN",17,31,77,108
15892,https://kawalpemilu.org#20290,"S. PINANG LAGATI, SUNGAI PINANG, OGAN ILIR, SUMATERA SELATAN",4,104,62,166
718,https://kawalpemilu.org#17504,"PADANG BINDU, SEMIDANG AJI, OGAN KOMERING ULU, SUMATERA SELATAN",9,15,144,159
22941,https://kawalpemilu.org#20799,"TANJUNG RAMAN, PRABUMULIH SELATAN, KOTA PRABUMULIH, SUMATERA SELATAN",14,39,82,121
8018,https://kawalpemilu.org#19006,"PENGATURAN, BATANG HARI LEKO, MUSI BANYUASIN, SUMATERA SELATAN",3,35,103,138
16742,https://kawalpemilu.org#20493,"REMANTAI, TALANG PADANG, EMPAT LAWANG, SUMATERA SELATAN",2,30,132,162
7420,https://kawalpemilu.org#18944,"KAYU ARA, SEKAYU, MUSI BANYUASIN, SUMATERA SELATAN",18,45,231,229
1583,https://kawalpemilu.org#17624,"JUA-JUA, KAYU AGUNG, OGAN KOMERING ILIR, SUMATERA SELATAN",13,72,158,230
2264,https://kawalpemilu.org#17729,"TUGU AGUNG, LEMPUING, OGAN KOMERING ILIR, SUMATERA SELATAN",4,129,80,209
2586,https://kawalpemilu.org#17779,"LINGKIS, JEJAWI, OGAN KOMERING ILIR, SUMATERA SELATAN",1,94,84,178
218,https://kawalpemilu.org#17464,"TANJUNG AGUNG, BATURAJA BARAT, OGAN KOMERING ULU, SUMATERA SELATAN",7,94,158,252
5683,https://kawalpemilu.org#18454,"BUNGA MAS, KIKIM TIMUR, LAHAT, SUMATERA SELATAN",9,35,110,145
13054,https://kawalpemilu.org#19712,"BINA AMARTA, MADANG SUKU III, OGAN KOMERING ULU TIMUR, SUMATERA SELATAN",10,33,105,138
4314,https://kawalpemilu.org#18076,"PAJAR BULAN, SEMENDE DARAT ULU, MUARA ENIM, SUMATERA SELATAN",6,30,186,216
9696,https://kawalpemilu.org#19246,"TANJUNGMENANG, BANYUASIN III, BANYUASIN, SUMATERA SELATAN",2,18,194,212
23795,https://kawalpemilu.org#18737,"KUTO TANJUNG, ULU RAWAS, MUSI RAWAS UTARA, SUMATERA SELATAN",2,10,177,187
15362,https://kawalpemilu.org#20163,"ULAK SEGELUNG, INDRALAYA, OGAN ILIR, SUMATERA SELATAN",1,93,112,205
13158,https://kawalpemilu.org#19723,"MENANGA TENGAH, SEMENDAWAI BARAT, OGAN KOMERING ULU TIMUR, SUMATERA SELATAN",7,129,64,193
12459,https://kawalpemilu.org#19612,"MARGO REJO, SEMENDAWAI SUKU III, OGAN KOMERING ULU TIMUR, SUMATERA SELATAN",5,157,47,204
13703,https://kawalpemilu.org#19810,"BATU BELANG JAYA, MUARA DUA, OGAN KOMERING ULU SELATAN, SUMATERA SELATAN",9,83,158,241
13628,https://kawalpemilu.org#19797,"SRIBUDAYA, BELITANG MULYA, OGAN KOMERING ULU TIMUR, SUMATERA SELATAN",2,66,95,161
3235,https://kawalpemilu.org#17870,"MUARA BURNAI I, LEMPUING JAYA, OGAN KOMERING ILIR, SUMATERA SELATAN",14,105,105,210
9845,https://kawalpemilu.org#19288,"RINGIN HARJO, PULAU RIMAU, BANYUASIN, SUMATERA SELATAN",4,164,16,180
20188,https://kawalpemilu.org#20619,"BAGUS KUNING, PLAJU, KOTA PALEMBANG, SUMATERA SELATAN",16,63,77,140
22568,https://kawalpemilu.org#20770,"GUNUNG IBUL BARAT, PRABUMULIH TIMUR, KOTA PRABUMULIH, SUMATERA SELATAN",14,64,87,151
950,https://kawalpemilu.org#17545,"TIHANG, LENGKITI, OGAN KOMERING ULU, SUMATERA SELATAN",1,11,179,190
1890,https://kawalpemilu.org#91882,"BATU AMPAR BARU, SIRAH PULAU PADANG, OGAN KOMERING ILIR, SUMATERA SELATAN",1,104,100,204
6492,https://kawalpemilu.org#18684,"MUARA KELINGI, MUARA KELINGI, MUSI RAWAS, SUMATERA SELATAN",7,85,190,275
23678,https://kawalpemilu.org#929012,"MEKARSARI, RAWAS ILIR, MUSI RAWAS UTARA, SUMATERA SELATAN",6,34,45,79
1021,https://kawalpemilu.org#17559,"KARYA MUKTI, SINAR PENINJAUAN, OGAN KOMERING ULU, SUMATERA SELATAN",5,104,112,216
1802,https://kawalpemilu.org#17653,"ULAK JERMUN, SIRAH PULAU PADANG, OGAN KOMERING ILIR, SUMATERA SELATAN",5,136,43,179
22491,https://kawalpemilu.org#20769,"GUNUNG IBUL, PRABUMULIH TIMUR, KOTA PRABUMULIH, SUMATERA SELATAN",7,39,104,143
16634,https://kawalpemilu.org#20470,"KARANG TANDING, LINTANG KANAN, EMPAT LAWANG, SUMATERA SELATAN",4,64,71,135
10116,https://kawalpemilu.org#19332,"SUNGAIPINANG, RAMBUTAN, BANYUASIN, SUMATERA SELATAN",7,87,133,220
22881,https://kawalpemilu.org#20795,"MANGGA BESAR, PRABUMULIH UTARA, KOTA PRABUMULIH, SUMATERA SELATAN",26,33,71,104
23293,https://kawalpemilu.org#18105,"RAJA BARAT, TANAH ABANG, PENUKAL ABAB LEMATANG ILIR, SUMATERA SELATAN",2,61,128,189
1636,https://kawalpemilu.org#17630,"KEDATON, KAYU AGUNG, OGAN KOMERING ILIR, SUMATERA SELATAN",8,113,82,195
12025,https://kawalpemilu.org#19555,"KURIPAN, CEMPAKA, OGAN KOMERING ULU TIMUR, SUMATERA SELATAN",4,54,31,85
4943,https://kawalpemilu.org#18136,"MEKAR JAYA, LUBAI ULU, MUARA ENIM, SUMATERA SELATAN",2,87,128,215
874,https://kawalpemilu.org#17529,"KARTA MULYA, LUBUK BATANG, OGAN KOMERING ULU, SUMATERA SELATAN",3,35,131,166
3150,https://kawalpemilu.org#17859,"RANTAU DURIAN I, LEMPUING JAYA, OGAN KOMERING ILIR, SUMATERA SELATAN",11,178,84,262
30,https://kawalpemilu.org#17414,"TUNGKU JAYA, SOSOH BUAY RAYAP, OGAN KOMERING ULU, SUMATERA SELATAN",2,0,0,0
16154,https://kawalpemilu.org#20353,"LUBUK TANJUNG, MUARA PINANG, EMPAT LAWANG, SUMATERA SELATAN",2,72,124,200
23226,https://kawalpemilu.org#18091,"TANAH ABANG UTARA, TANAH ABANG, PENUKAL ABAB LEMATANG ILIR, SUMATERA SELATAN",8,56,114,170
5836,https://kawalpemilu.org#18510,"WANARAYA, KIKIM BARAT, LAHAT, SUMATERA SELATAN",5,109,68,177
24180,https://kawalpemilu.org#18898,"KERTA SARI, KARANG DAPO, MUSI RAWAS UTARA, SUMATERA SELATAN",5,20,137,157
22154,https://kawalpemilu.org#20741,"SIRING AGUNG, LUBUK LINGGAU SELATAN II, KOTA LUBUKLINGGAU, SUMATERA SELATAN",1,32,211,243
18357,https://kawalpemilu.org#20568,"LAWANG KIDUL, ILIR TIMUR II, KOTA PALEMBANG, SUMATERA SELATAN",28,58,134,192
2558,https://kawalpemilu.org#17775,"AIR ITAM, JEJAWI, OGAN KOMERING ILIR, SUMATERA SELATAN",5,103,123,226
2413,https://kawalpemilu.org#17753,"SUNGAI MENANG, SUNGAI MENANG, OGAN KOMERING ILIR, SUMATERA SELATAN",11,0,0,0
8271,https://kawalpemilu.org#19063,"SRI GUNUNG, SUNGAI LILIN, MUSI BANYUASIN, SUMATERA SELATAN",12,69,116,185
19860,https://kawalpemilu.org#20609,"KARANG JAYA, GANDUS, KOTA PALEMBANG, SUMATERA SELATAN",9,49,58,107
20498,https://kawalpemilu.org#20629,"TALANG KELAPA, ALANG-ALANG LEBAR, KOTA PALEMBANG, SUMATERA SELATAN",1,63,111,174
16552,https://kawalpemilu.org#20442,"TANJUNGKUPANG, TEBING TINGGI, EMPAT LAWANG, SUMATERA SELATAN",20,34,156,190
1350,https://kawalpemilu.org#17595,"PEDAMARAN V, PEDAMARAN, OGAN KOMERING ILIR, SUMATERA SELATAN",4,139,40,179
307,https://kawalpemilu.org#17474,"TANJUNG KARANG, BATURAJA BARAT, OGAN KOMERING ULU, SUMATERA SELATAN",2,25,174,199
8004,https://kawalpemilu.org#19002,"BUKIT SELABU, BATANG HARI LEKO, MUSI BANYUASIN, SUMATERA SELATAN",4,79,114,193
15528,https://kawalpemilu.org#20205,"SUKANANTI BARU, RANTAU ALAI, OGAN ILIR, SUMATERA SELATAN",3,34,54,88
16408,https://kawalpemilu.org#20424,"TANJUNG AGUNG, ULU MUSI, EMPAT LAWANG, SUMATERA SELATAN",1,33,142,175
4840,https://kawalpemilu.org#7712,"PANOBASAN LOMBANG, ANGKOLA BARAT, TAPANULI SELATAN, SUMATERA UTARA",4,117,23,140
585,https://kawalpemilu.org#6767,"ASAM JAWA, TORGAMBA, LABUHANBATU SELATAN, SUMATERA UTARA",34,62,94,156
17421,https://kawalpemilu.org#9471,"UJUNG PADANG, UJUNG PADANG, SIMALUNGUN, SUMATERA UTARA",16,39,60,99
33498,https://kawalpemilu.org#11865,"KAMPUNG BARU, MEDAN MAIMUN, KOTA MEDAN, SUMATERA UTARA",44,41,115,156
36646,https://kawalpemilu.org#12073,"TANAH MERAH, BINJAI SELATAN, KOTA BINJAI, SUMATERA UTARA",11,106,144,250
32094,https://kawalpemilu.org#11823,"PANDAU HULU II, MEDAN AREA, KOTA MEDAN, SUMATERA UTARA",9,236,8,244
6701,https://kawalpemilu.org#8172,"TANJUNG JATI, BINJAI, LANGKAT, SUMATERA UTARA",6,70,161,231
21024,https://kawalpemilu.org#9823,"SEI SAKAT, PANAI HILIR, LABUHANBATU, SUMATERA UTARA",1,34,133,167
5011,https://kawalpemilu.org#7752,"PAL XI, ANGKOLA TIMUR, TAPANULI SELATAN, SUMATERA UTARA",1,4,85,89
5333,https://kawalpemilu.org#7833,"BANGUN PURBA, BATANG ANGKOLA, TAPANULI SELATAN, SUMATERA UTARA",1,128,8,136
33583,https://kawalpemilu.org#11870,"SUKADAMAI, MEDAN POLONIA, KOTA MEDAN, SUMATERA UTARA",4,166,21,187
6804,https://kawalpemilu.org#8177,"PEKAN SELESAI, SELESAI, LANGKAT, SUMATERA UTARA",33,68,79,147
13861,https://kawalpemilu.org#9031,"BANDAR KHALIPAH, PERCUT SEI TUAN, DELI SERDANG, SUMATERA UTARA",66,35,109,144
3975,https://kawalpemilu.org#7474,"SIMANAMPANG, SIATAS BARITA, TAPANULI UTARA, SUMATERA UTARA",3,105,3,108
21135,https://kawalpemilu.org#9832,"CINTA MAKMUR, PANAI HULU, LABUHANBATU, SUMATERA UTARA",3,32,218,250
26495,https://kawalpemilu.org#11411,"SUKAJADI, PERBAUNGAN, SERDANG BEDAGAI, SUMATERA UTARA",5,95,115,210
4253,https://kawalpemilu.org#7570,"PSR SIBORONG BORONG, SIBORONG-BORONG, TAPANULI UTARA, SUMATERA UTARA",15,229,4,233
29067,https://kawalpemilu.org#11708,"LABUHAN RUKU, TALAWI, BATU BARA, SUMATERA UTARA",17,37,82,119
9153,https://kawalpemilu.org#8396,"KUTAMBARU, KUTAMBARU, LANGKAT, SUMATERA UTARA",3,93,97,190
24988,https://kawalpemilu.org#11095,"PUSUK I, PARLILITAN, HUMBANG HASUNDUTAN, SUMATERA UTARA",1,117,3,120
6805,https://kawalpemilu.org#8178,"SEI LIMBAT, SELESAI, LANGKAT, SUMATERA UTARA",1,87,150,237
923,https://kawalpemilu.org#6787,"RINTIS, SILANGKITANG, LABUHANBATU SELATAN, SUMATERA UTARA",4,23,117,140
4688,https://kawalpemilu.org#7674,"SIMPANG BOLON, GAROGA, TAPANULI UTARA, SUMATERA UTARA",3,66,10,76
1390,https://kawalpemilu.org#6822,"BANDAR SELAMAT, AEK KUO, LABUHANBATU UTARA, SUMATERA UTARA",2,61,111,172
28657,https://kawalpemilu.org#11676,"TANJUNGKUBAH, AIR PUTIH, BATU BARA, SUMATERA UTARA",8,149,4,153
27721,https://kawalpemilu.org#11575,"KUTA BARU, TEBING TINGGI, SERDANG BEDAGAI, SUMATERA UTARA",5,0,0,175
22697,https://kawalpemilu.org#10230,"KAYU JATI, PANYABUNGAN KOTA, MANDAILING NATAL, SUMATERA UTARA",13,28,162,190
985,https://kawalpemilu.org#6791,"AEK KANOPAN, KUALUH HULU, LABUHANBATU UTARA, SUMATERA UTARA",39,67,107,174
30838,https://kawalpemilu.org#11783,"PULO BERAYAN KOTA, MEDAN BARAT, KOTA MEDAN, SUMATERA UTARA",14,128,51,179
2837,https://kawalpemilu.org#7197,"BAWODESOLO, GUNUNGSITOLI IDANOI, KOTA GUNUNGSITOLI, SUMATERA UTARA",1,162,8,170
13061,https://kawalpemilu.org#9008,"KOTA RANTANG, HAMPARAN PERAK, DELI SERDANG, SUMATERA UTARA",2,42,164,206
21977,https://kawalpemilu.org#10006,"BANJARTOBA, BRAMPU, DAIRI, SUMATERA UTARA",1,147,1,148
20056,https://kawalpemilu.org#9735,"BINARAGA, RANTAU UTARA, LABUHANBATU, SUMATERA UTARA",17,102,3,105
30066,https://kawalpemilu.org#11762,"TANJUNG REJO, MEDAN SUNGGAL, KOTA MEDAN, SUMATERA UTARA",65,35,86,121
10174,https://kawalpemilu.org#8632,"RIH TENGAH, KUTABULUH, KARO, SUMATERA UTARA",2,122,21,143
9248,https://kawalpemilu.org#8411,"LAU CIMBA, KABANJAHE, KARO, SUMATERA UTARA",19,198,11,209
8351,https://kawalpemilu.org#8309,"PELAWI SELATAN, BABALAN, LANGKAT, SUMATERA UTARA",3,41,140,181
14520,https://kawalpemilu.org#9059,"SEKIP, LUBUK PAKAM, DELI SERDANG, SUMATERA UTARA",21,48,125,173
34879,https://kawalpemilu.org#11939,"KAHEAN, SIANTAR UTARA, KOTA PEMATANGSIANTAR, SUMATERA UTARA",20,179,29,209
4474,https://kawalpemilu.org#7613,"LOBUSUNUT, PARMONANGAN, TAPANULI UTARA, SUMATERA UTARA",2,208,4,212
1275,https://kawalpemilu.org#6815,"SEI SENTANG, KUALUH HILIR, LABUHANBATU UTARA, SUMATERA UTARA",5,67,58,125
1892,https://kawalpemilu.org#6879,"LOBU HUALA, KUALUH SELATAN, LABUHANBATU UTARA, SUMATERA UTARA",3,29,239,268
39090,https://kawalpemilu.org#12797,"HANDANG KOPO, ULU BARUMUN, PADANG LAWAS, SUMATERA UTARA",1,34,124,158
750,https://kawalpemilu.org#6775,"SABUNGAN, SUNGAI KANAN, LABUHANBATU SELATAN, SUMATERA UTARA",10,80,79,159
7281,https://kawalpemilu.org#8210,"KEBUN BALOK, WAMPU, LANGKAT, SUMATERA UTARA",9,74,116,190
24759,https://kawalpemilu.org#10696,"FANEDANU SIBOHOU, ULU IDANOTAE, NIAS SELATAN, SUMATERA UTARA",1,129,3,132
3748,https://kawalpemilu.org#7426,"LUMUT, LUMUT, TAPANULI TENGAH, SUMATERA UTARA",8,91,90,181
31482,https://kawalpemilu.org#11802,"MANGGA, MEDAN TUNTUNGAN, KOTA MEDAN, SUMATERA UTARA",29,106,61,167
16075,https://kawalpemilu.org#9270,"BUNTU TURUNAN, HATONDUHAN, SIMALUNGUN, SUMATERA UTARA",10,191,25,216
4052,https://kawalpemilu.org#7501,"HUTAURUK, SIPOHOLON, TAPANULI UTARA, SUMATERA UTARA",3,231,9,240
7570,https://kawalpemilu.org#8239,"SUKA MULIA, SECANGGANG, LANGKAT, SUMATERA UTARA",10,54,127,181
6611,https://kawalpemilu.org#8163,"PASAR VIII.NAMO TERASI, SEI BINGEI, LANGKAT, SUMATERA UTARA",6,115,41,156
13534,https://kawalpemilu.org#9026,"TEMBUNG, PERCUT SEI TUAN, DELI SERDANG, SUMATERA UTARA",5,21,117,138
17071,https://kawalpemilu.org#9408,"SERIBU DOLOK, SILIMAKUTA, SIMALUNGUN, SUMATERA UTARA",18,146,1,147
732,https://kawalpemilu.org#6774,"BATANG NADENGGAN, SUNGAI KANAN, LABUHANBATU SELATAN, SUMATERA UTARA",5,14,182,0
38268,https://kawalpemilu.org#12415,"GUNUNG TUA BARU, PADANG BOLAK, PADANG LAWAS UTARA, SUMATERA UTARA",1,27,141,168
36116,https://kawalpemilu.org#12042,"NANGKA, BINJAI UTARA, KOTA BINJAI, SUMATERA UTARA",11,34,171,205
33020,https://kawalpemilu.org#11847,"BESAR, MEDAN LABUHAN, KOTA MEDAN, SUMATERA UTARA",27,22,111,133
7765,https://kawalpemilu.org#8257,"PEMATANG TENGAH, TANJUNG PURA, LANGKAT, SUMATERA UTARA",3,91,145,236
21080,https://kawalpemilu.org#9828,"TANJUNG SARANG ELANG, PANAI HULU, LABUHANBATU, SUMATERA UTARA",4,36,150,186
13898,https://kawalpemilu.org#9031,"BANDAR KHALIPAH, PERCUT SEI TUAN, DELI SERDANG, SUMATERA UTARA",123,29,123,152
38102,https://kawalpemilu.org#12299,"SUNGAI DATAR, DOLOK, PADANG LAWAS UTARA, SUMATERA UTARA",2,71,155,226
26504,https://kawalpemilu.org#11412,"SEI BULUH, PERBAUNGAN, SERDANG BEDAGAI, SUMATERA UTARA",2,81,89,170
35940,https://kawalpemilu.org#12030,"PAHANG, DATUK BANDAR, KOTA TANJUNG BALAI, SUMATERA UTARA",3,127,37,164
28303,https://kawalpemilu.org#87769,"PAGURAWAN, MEDANG DERAS, BATU BARA, SUMATERA UTARA",3,32,94,126
11744,https://kawalpemilu.org#8924,"GALANG SUKA, GALANG, DELI SERDANG, SUMATERA UTARA",9,55,148,203
30236,https://kawalpemilu.org#11767,"HELVETIA TIMUR, MEDAN HELVETIA, KOTA MEDAN, SUMATERA UTARA",47,40,138,178
7021,https://kawalpemilu.org#8193,"KWALA BINGAI, STABAT, LANGKAT, SUMATERA UTARA",14,43,217,260
35445,https://kawalpemilu.org#11993,"AEK MUARA PINANG, SIBOLGA SELATAN, KOTA SIBOLGA, SUMATERA UTARA",3,197,4,201
29680,https://kawalpemilu.org#11750,"KOTAMATSUM III, MEDAN KOTA, KOTA MEDAN, SUMATERA UTARA",15,35,103,138
22561,https://kawalpemilu.org#84268,"LIAT TONDUNG, NASSAU, TOBA SAMOSIR, SUMATERA UTARA",1,186,6,192
16713,https://kawalpemilu.org#9375,"BANDAR TONGAH, BANDAR HULUAN, SIMALUNGUN, SUMATERA UTARA",1,111,63,174
7741,https://kawalpemilu.org#8255,"PEKAN TJ. PURA, TANJUNG PURA, LANGKAT, SUMATERA UTARA",19,20,180,200
7877,https://kawalpemilu.org#8266,"PEMATANG CENGAL, TANJUNG PURA, LANGKAT, SUMATERA UTARA",22,90,97,187
8721,https://kawalpemilu.org#8339,"SEI BILAH TIMUR, SEI LEPAN, LANGKAT, SUMATERA UTARA",3,54,132,186
22048,https://kawalpemilu.org#10023,"BALIGE III, BALIGE, TOBA SAMOSIR, SUMATERA UTARA",2,154,7,161
16038,https://kawalpemilu.org#9265,"MARUBUN BAYU, TANAH JAWA, SIMALUNGUN, SUMATERA UTARA",2,177,52,229
6279,https://kawalpemilu.org#8112,"TIMBANG JAYA, BAHOROK, LANGKAT, SUMATERA UTARA",7,125,85,210
8605,https://kawalpemilu.org#8329,"BUKIT MAS, BESITANG, LANGKAT, SUMATERA UTARA",15,96,17,113
2761,https://kawalpemilu.org#7173,"ONOZITOLI TABALOHO, GUNUNGSITOLI SELATAN, KOTA GUNUNGSITOLI, SUMATERA UTARA",2,76,6,82
10446,https://kawalpemilu.org#8706,"LIMAU MANIS, TANJUNG MORAWA, DELI SERDANG, SUMATERA UTARA",44,71,83,154
8262,https://kawalpemilu.org#8305,"BRANDAN TIMUR BARU, BABALAN, LANGKAT, SUMATERA UTARA",14,33,63,96
37188,https://kawalpemilu.org#12112,"PINANG MANCUNG, BAJENIS, KOTA TEBING TINGGI, SUMATERA UTARA",8,67,109,176
