,Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
7122,https://kawalpemilu.org#25922,"PEGANGSAAN DUA, KELAPA GADING, JAKARTA UTARA, DKI JAKARTA",3,80,124,204
2137,https://kawalpemilu.org#25872,"KEBON SIRIH, MENTENG, JAKARTA PUSAT, DKI JAKARTA",22,56,204,260
21870,https://kawalpemilu.org#26094,"BATU AMPAR, KRAMATJATI, JAKARTA TIMUR, DKI JAKARTA",38,69,111,180
7730,https://kawalpemilu.org#25927,"DURI KOSAMBI, CENGKARENG, JAKARTA BARAT, DKI JAKARTA",102,183,64,247
18425,https://kawalpemilu.org#26053,"JAGAKARSA, JAGAKARSA, JAKARTA SELATAN, DKI JAKARTA",185,97,136,233
3145,https://kawalpemilu.org#25888,"PENJARINGAN, PENJARINGAN, JAKARTA UTARA, DKI JAKARTA",186,139,35,174
16336,https://kawalpemilu.org#26023,"PONDOK PINANG, KEBAYORAN LAMA, JAKARTA SELATAN, DKI JAKARTA",103,67,144,211
4160,https://kawalpemilu.org#25896,"PAPANGGO, TANJUNG PRIOK, JAKARTA UTARA, DKI JAKARTA",97,112,90,202
5304,https://kawalpemilu.org#25905,"RAWA BADAK UTARA, KOJA, JAKARTA UTARA, DKI JAKARTA",38,78,128,206
17087,https://kawalpemilu.org#26030,"LEBAK BULUS, CILANDAK, JAKARTA SELATAN, DKI JAKARTA",85,130,42,172
8319,https://kawalpemilu.org#25930,"KAPUK, CENGKARENG, JAKARTA BARAT, DKI JAKARTA",152,182,43,225
8511,https://kawalpemilu.org#25930,"KAPUK, CENGKARENG, JAKARTA BARAT, DKI JAKARTA",346,170,76,246
5139,https://kawalpemilu.org#25904,"LAGOA, KOJA, JAKARTA UTARA, DKI JAKARTA",56,104,120,224
4401,https://kawalpemilu.org#25898,"KEBON BAWANG, TANJUNG PRIOK, JAKARTA UTARA, DKI JAKARTA",112,144,115,259
933,https://kawalpemilu.org#25851,"SERDANG, KEMAYORAN, JAKARTA PUSAT, DKI JAKARTA",13,110,143,253
1856,https://kawalpemilu.org#25866,"RAWASARI, CEMPAKA PUTIH, JAKARTA PUSAT, DKI JAKARTA",24,95,135,230
14099,https://kawalpemilu.org#25991,"TEBET TIMUR, TEBET, JAKARTA SELATAN, DKI JAKARTA",21,89,108,197
14111,https://kawalpemilu.org#25991,"TEBET TIMUR, TEBET, JAKARTA SELATAN, DKI JAKARTA",33,110,129,239
13397,https://kawalpemilu.org#25983,"KEMBANGAN UTARA, KEMBANGAN, JAKARTA BARAT, DKI JAKARTA",137,49,137,186
21934,https://kawalpemilu.org#26094,"BATU AMPAR, KRAMATJATI, JAKARTA TIMUR, DKI JAKARTA",108,86,80,166
16367,https://kawalpemilu.org#26023,"PONDOK PINANG, KEBAYORAN LAMA, JAKARTA SELATAN, DKI JAKARTA",135,101,129,230
13630,https://kawalpemilu.org#25985,"MERUYA SELATAN, KEMBANGAN, JAKARTA BARAT, DKI JAKARTA",31,110,114,224
8140,https://kawalpemilu.org#25929,"KEDAUNG KALI ANGKE, CENGKARENG, JAKARTA BARAT, DKI JAKARTA",69,195,14,209
8824,https://kawalpemilu.org#25933,"GROGOL, GROGOL PETAMBURAN, JAKARTA BARAT, DKI JAKARTA",26,182,63,245
15005,https://kawalpemilu.org#26008,"MAMPANG PRAPATAN, MAMPANG PRAPATAN, JAKARTA SELATAN, DKI JAKARTA",5,107,101,208
15612,https://kawalpemilu.org#26016,"CILANDAK TIMUR, PASAR MINGGU, JAKARTA SELATAN, DKI JAKARTA",1,109,94,203
21131,https://kawalpemilu.org#26086,"CIPINANG CEMPEDAK, JATINEGARA, JAKARTA TIMUR, DKI JAKARTA",47,64,183,247
3781,https://kawalpemilu.org#25892,"PLUIT, PENJARINGAN, JAKARTA UTARA, DKI JAKARTA",150,110,96,206
6196,https://kawalpemilu.org#25913,"SEMPER TIMUR, CILINCING, JAKARTA UTARA, DKI JAKARTA",54,97,112,209
3382,https://kawalpemilu.org#25890,"KAPUK MUARA, PENJARINGAN, JAKARTA UTARA, DKI JAKARTA",92,173,8,181
23408,https://kawalpemilu.org#26108,"PENGGILINGAN, CAKUNG, JAKARTA TIMUR, DKI JAKARTA",227,72,134,206
4292,https://kawalpemilu.org#25898,"KEBON BAWANG, TANJUNG PRIOK, JAKARTA UTARA, DKI JAKARTA",3,13,199,212
25782,https://kawalpemilu.org#26128,"CIBUBUR, CIRACAS, JAKARTA TIMUR, DKI JAKARTA",128,90,125,215
23028,https://kawalpemilu.org#26106,"JATINEGARA, CAKUNG, JAKARTA TIMUR, DKI JAKARTA",141,102,64,166
13173,https://kawalpemilu.org#25980,"KEMANGGISAN, PALMERAH, JAKARTA BARAT, DKI JAKARTA",95,87,125,212
4970,https://kawalpemilu.org#25903,"TUGU UTARA, KOJA, JAKARTA UTARA, DKI JAKARTA",75,94,153,247
1294,https://kawalpemilu.org#25855,"UTAN PANJANG, KEMAYORAN, JAKARTA PUSAT, DKI JAKARTA",77,84,121,205
19886,https://kawalpemilu.org#26069,"KAYU MANIS, MATRAMAN, JAKARTA TIMUR, DKI JAKARTA",68,96,146,242
6839,https://kawalpemilu.org#25918,"PADEMANGAN BARAT, PADEMANGAN, JAKARTA UTARA, DKI JAKARTA",140,107,73,180
21611,https://kawalpemilu.org#26091,"KRAMATJATI, KRAMATJATI, JAKARTA TIMUR, DKI JAKARTA",45,72,162,234
16109,https://kawalpemilu.org#26020,"KEBAGUSAN, PASAR MINGGU, JAKARTA SELATAN, DKI JAKARTA",66,126,85,211
19878,https://kawalpemilu.org#26069,"KAYU MANIS, MATRAMAN, JAKARTA TIMUR, DKI JAKARTA",60,115,117,232
9061,https://kawalpemilu.org#25936,"JELAMBAR, GROGOL PETAMBURAN, JAKARTA BARAT, DKI JAKARTA",52,207,29,236
22670,https://kawalpemilu.org#26103,"GEDONG, PASAR REBO, JAKARTA TIMUR, DKI JAKARTA",55,115,125,240
22935,https://kawalpemilu.org#26106,"JATINEGARA, CAKUNG, JAKARTA TIMUR, DKI JAKARTA",41,71,128,199
10230,https://kawalpemilu.org#25956,"ANGKE, TAMBORA, JAKARTA BARAT, DKI JAKARTA",18,151,28,179
4874,https://kawalpemilu.org#25902,"KOJA, KOJA, JAKARTA UTARA, DKI JAKARTA",68,78,124,202
18882,https://kawalpemilu.org#26057,"TANJUNG BARAT, JAGAKARSA, JAKARTA SELATAN, DKI JAKARTA",68,51,89,140
4450,https://kawalpemilu.org#25899,"SUNTER AGUNG, TANJUNG PRIOK, JAKARTA UTARA, DKI JAKARTA",8,131,81,227
1329,https://kawalpemilu.org#74984,"POLOHUNGO, DULUPI, BOALEMO, GORONTALO",5,179,28,207
2692,https://kawalpemilu.org#75327,"TANJUNG KARANG, TOMOLITO, GORONTALO UTARA, GORONTALO",1,75,133,208
2390,https://kawalpemilu.org#75298,"BUTUNGALE, POPAYATO BARAT, PAHUWATO, GORONTALO",3,125,44,169
69,https://kawalpemilu.org#74724,"HUTUO, LIMBOTO, GORONTALO, GORONTALO",2,83,133,216
1528,https://kawalpemilu.org#75030,"OLIBU, PAGUYAMAN PANTAI, BOALEMO, GORONTALO",1,169,45,216
2179,https://kawalpemilu.org#75233,"SOGINTI, PAGUAT, PAHUWATO, GORONTALO",4,155,99,254
582,https://kawalpemilu.org#74827,"HUNTULOHULAWA, BONGOMEME, GORONTALO, GORONTALO",3,113,88,201
628,https://kawalpemilu.org#74842,"TAMAILA, TOLANGOHULA, GORONTALO, GORONTALO",4,113,108,221
2815,https://kawalpemilu.org#75368,"LEKOBALO, KOTA BARAT, KOTA GORONTALO, GORONTALO",8,73,123,196
7792,https://kawalpemilu.org#17175,"PASIR PUTIH, RIMBO TENGAH, BUNGO, JAMBI",21,72,124,196
7908,https://kawalpemilu.org#17194,"SEBERANG JAYA, BATHIN II PELAYANG, BUNGO, JAMBI",4,68,169,237
2521,https://kawalpemilu.org#16479,"KARANG MENDAPO, PAUH, SAROLANGUN, JAMBI",6,103,139,242
7408,https://kawalpemilu.org#17124,"SEKAR MENGKUANG, LIMBUR LUBUK MENGKUANG, BUNGO, JAMBI",1,53,177,230
1855,https://kawalpemilu.org#16326,"PULAU TUJUH, PAMENANG BARAT, MERANGIN, JAMBI",1,123,64,187
6222,https://kawalpemilu.org#16941,"TELUKKETAPANG, SENYERANG, TANJUNG JABUNG BARAT, JAMBI",5,35,93,128
198,https://kawalpemilu.org#15900,"AUR DURI, PONDOK TINGGI, KOTA SUNGAI PENUH, JAMBI",7,26,207,233
1920,https://kawalpemilu.org#16341,"MUARA PANCO BARAT, RENAH PEMBARAP, MERANGIN, JAMBI",2,9,182,191
10244,https://kawalpemilu.org#17403,"HANDIL JAYA, JELUTUNG, KOTA JAMBI, JAMBI",25,81,117,198
10261,https://kawalpemilu.org#17388,"RAWA SARI, ALAM BARAJO, KOTA JAMBI, JAMBI",14,82,132,214
5139,https://kawalpemilu.org#16842,"TANJUNG LEBAR, BAHAR SELATAN, MUARO JAMBI, JAMBI",2,105,35,140
9075,https://kawalpemilu.org#17329,"BANGUN SERANTEN, MUARA TABIR, TEBO, JAMBI",12,130,51,181
227,https://kawalpemilu.org#15913,"KAMPUNG TENGAH, KOTO BARU, KOTA SUNGAI PENUH, JAMBI",3,30,179,209
878,https://kawalpemilu.org#16175,"KOTO TUO, DEPATI TUJUH, KERINCI, JAMBI",1,12,201,213
8077,https://kawalpemilu.org#17220,"MANGUN JAYO, TEBO TENGAH, TEBO, JAMBI",3,24,171,195
4579,https://kawalpemilu.org#16775,"BARU, MESTONG, MUARO JAMBI, JAMBI",6,109,63,172
2941,https://kawalpemilu.org#16558,"SUNGAI BENTENG, SINGKUT, SAROLANGUN, JAMBI",9,123,89,212
1091,https://kawalpemilu.org#16186,"TANJUNG KASRI, JANGKAT, MERANGIN, JAMBI",1,177,53,230
9965,https://kawalpemilu.org#17390,"KENALI ASAM BAWAH, KOTA BARU, KOTA JAMBI, JAMBI",17,84,121,205
8779,https://kawalpemilu.org#17293,"SUKA MAJU, RIMBO ULU, TEBO, JAMBI",3,111,21,132
422,https://kawalpemilu.org#84542,"ANGKASA PURA, SITINJAU LAUT, KERINCI, JAMBI",3,33,132,165
5458,https://kawalpemilu.org#16875,"TUNGKAL II, TUNGKAL ILIR, TANJUNG JABUNG BARAT, JAMBI",35,54,131,185
10889,https://kawalpemilu.org#17354,"EKA JAYA, PAAL MERAH, KOTA JAMBI, JAMBI",38,50,93,143
9545,https://kawalpemilu.org#17360,"BUDIMAN, JAMBI TIMUR, KOTA JAMBI, JAMBI",18,91,28,119
338,https://kawalpemilu.org#15986,"TANJUNGTANAH, DANAU KERINCI, KERINCI, JAMBI",1,20,110,130
527,https://kawalpemilu.org#16052,"TAMIAI, BATANG MERANGIN, KERINCI, JAMBI",4,42,124,166
8880,https://kawalpemilu.org#17305,"MUARA KILIS, TENGAH ILIR, TEBO, JAMBI",4,86,82,168
9522,https://kawalpemilu.org#17359,"TALANG BANJAR, JAMBI TIMUR, KOTA JAMBI, JAMBI",40,144,100,244
101058,https://kawalpemilu.org#32163,"CISARUA, CIKOLE, KOTA SUKABUMI, JAWA BARAT",35,68,123,191
31838,https://kawalpemilu.org#27607,"MANGGAHANG, BALEENDAH, BANDUNG, JAWA BARAT",1,76,162,238
48489,https://kawalpemilu.org#28581,"SINDANGRASA, CIAMIS, CIAMIS, JAWA BARAT",22,61,146,207
15037,https://kawalpemilu.org#26804,"TANJUNG, JAMPANG KULON, SUKABUMI, JAWA BARAT",10,43,135,178
101345,https://kawalpemilu.org#32174,"DAYEUHLUHUR, WARUDOYONG, KOTA SUKABUMI, JAWA BARAT",20,61,123,184
89433,https://kawalpemilu.org#31755,"GANDASARI, CIKARANG BARAT, BEKASI, JAWA BARAT",3,62,129,191
76810,https://kawalpemilu.org#30971,"JAYAMUKTI, BLANAKAN, SUBANG, JAWA BARAT",15,171,48,219
57570,https://kawalpemilu.org#29496,"ENDER, PANGENAN, CIREBON, JAWA BARAT",11,121,23,144
17245,https://kawalpemilu.org#26931,"TEGALPANJANG, CIREUNGHAS, SUKABUMI, JAWA BARAT",9,69,117,186
72359,https://kawalpemilu.org#30705,"LAMARAN TARUNG, CANTIGI, INDRAMAYU, JAWA BARAT",14,151,33,184
44115,https://kawalpemilu.org#28256,"PARUNG, CIBALONG, TASIKMALAYA, JAWA BARAT",4,90,143,233
94589,https://kawalpemilu.org#31963,"CIMANGGU, NGAMPRAH, BANDUNG BARAT, JAWA BARAT",11,127,94,221
22132,https://kawalpemilu.org#27204,"CIGUHA, SUKANAGARA, CIANJUR, JAWA BARAT",1,50,60,110
89655,https://kawalpemilu.org#31762,"CIKARANGKOTA, CIKARANG UTARA, BEKASI, JAWA BARAT",8,95,62,157
66103,https://kawalpemilu.org#30214,"SARIMEKAR, JATINUNGGAL, SUMEDANG, JAWA BARAT",6,71,162,233
121005,https://kawalpemilu.org#32577,"NAGARASARI, CIPEDES, KOTA TASIKMALAYA, JAWA BARAT",34,16,184,200
67789,https://kawalpemilu.org#30365,"CIKERUH, JATINANGOR, SUMEDANG, JAWA BARAT",17,28,92,120
102895,https://kawalpemilu.org#32216,"JAMIKA, BOJONGLOA KALER, KOTA BANDUNG, JAWA BARAT",18,134,88,222
66010,https://kawalpemilu.org#30204,"WADO, WADO, SUMEDANG, JAWA BARAT",11,117,112,229
34644,https://kawalpemilu.org#27697,"PANANJUNG, CANGKUANG, BANDUNG, JAWA BARAT",19,62,96,158
35887,https://kawalpemilu.org#27744,"SINDANGLAYA, KARANGPAWITAN, GARUT, JAWA BARAT",9,20,155,175
75805,https://kawalpemilu.org#30919,"GUNUNGSEMBUNG, PAGADEN, SUBANG, JAWA BARAT",14,155,91,246
31603,https://kawalpemilu.org#27604,"BALEENDAH, BALEENDAH, BANDUNG, JAWA BARAT",119,55,130,185
89535,https://kawalpemilu.org#31758,"KALIJAYA, CIKARANG BARAT, BEKASI, JAWA BARAT",19,57,146,203
68318,https://kawalpemilu.org#30397,"GUNASARI, SUMEDANG SELATAN, SUMEDANG, JAWA BARAT",2,90,128,218
21009,https://kawalpemilu.org#27142,"BABAKANSARI, SUKALUYU, CIANJUR, JAWA BARAT",5,32,141,173
26130,https://kawalpemilu.org#27435,"BUAHBATU, BOJONGSOANG, BANDUNG, JAWA BARAT",10,54,86,140
108079,https://kawalpemilu.org#89463,"PASIR BIRU, CIBIRU, KOTA BANDUNG, JAWA BARAT",24,50,126,176
33480,https://kawalpemilu.org#27654,"SUDI, IBUN, BANDUNG, JAWA BARAT",6,97,37,134
2804,https://kawalpemilu.org#26222,"PASIRANGIN, CILEUNGSI, BOGOR, JAWA BARAT",64,122,140,262
110476,https://kawalpemilu.org#32410,"BINTARA, BEKASI BARAT, KOTA BEKASI, JAWA BARAT",19,107,112,219
88977,https://kawalpemilu.org#31743,"WANAJAYA, CIBITUNG, BEKASI, JAWA BARAT",38,70,101,171
32665,https://kawalpemilu.org#27623,"SUKAMUKTI, MAJALAYA, BANDUNG, JAWA BARAT",4,108,110,218
86757,https://kawalpemilu.org#31689,"PUSAKA RAKYAT, TARUMAJAYA, BEKASI, JAWA BARAT",2,44,156,200
23554,https://kawalpemilu.org#27310,"CIDAMAR, CIDAUN, CIANJUR, JAWA BARAT",7,69,147,216
1171,https://kawalpemilu.org#26160,"GUNUNG PUTRI, GUNUNG PUTRI, BOGOR, JAWA BARAT",54,40,86,126
49541,https://kawalpemilu.org#28654,"KERTAMANDALA, PANJALU, CIAMIS, JAWA BARAT",10,17,153,170
40390,https://kawalpemilu.org#27998,"PADASUKA, CIKAJANG, GARUT, JAWA BARAT",9,54,137,191
63674,https://kawalpemilu.org#29978,"PATUANAN, LEUWIMUNDING, MAJALENGKA, JAWA BARAT",3,116,85,201
100311,https://kawalpemilu.org#32143,"KEDUNGBADAK, TANAH SAREAL, KOTA BOGOR, JAWA BARAT",71,27,110,137
97072,https://kawalpemilu.org#32054,"SUKARESMI, RONGGA, BANDUNG BARAT, JAWA BARAT",7,53,90,143
62301,https://kawalpemilu.org#29845,"CIGALEUH, LEMAHSUGIH, MAJALENGKA, JAWA BARAT",2,45,84,129
74831,https://kawalpemilu.org#30873,"KARANGANYAR, SUBANG, SUBANG, JAWA BARAT",19,81,150,231
56444,https://kawalpemilu.org#29406,"KALIBUNTU, PABEDILAN, CIREBON, JAWA BARAT",5,133,60,193
19050,https://kawalpemilu.org#27044,"CIWALEN, WARUNGKONDANG, CIANJUR, JAWA BARAT",14,61,86,147
28786,https://kawalpemilu.org#27505,"BAROS, ARJASARI, BANDUNG, JAWA BARAT",6,43,79,122
92273,https://kawalpemilu.org#31876,"JAYAMULYA, SERANG BARU, BEKASI, JAWA BARAT",21,49,169,218
27366,https://kawalpemilu.org#27459,"BANYUSARI, KATAPANG, BANDUNG, JAWA BARAT",6,109,108,217
93859,https://kawalpemilu.org#31936,"GANJARSARI, CIKALONGWETAN, BANDUNG BARAT, JAWA BARAT",13,18,105,123
99669,https://kawalpemilu.org#32132,"BANTARJATI, BOGOR UTARA, KOTA BOGOR, JAWA BARAT",78,38,135,173
104814,https://kawalpemilu.org#32266,"KACAPIRING, BATUNUNGGAL, KOTA BANDUNG, JAWA BARAT",19,107,131,238
33381,https://kawalpemilu.org#27650,"PANGGUH, IBUN, BANDUNG, JAWA BARAT",1,166,82,248
93424,https://kawalpemilu.org#31919,"CIWARUGA, PARONGPONG, BANDUNG BARAT, JAWA BARAT",45,78,86,164
46390,https://kawalpemilu.org#28435,"MARGAJAYA, MANGUNREJA, TASIKMALAYA, JAWA BARAT",12,107,106,213
74104,https://kawalpemilu.org#30820,"JAYALAKSANA, KEDOKAN BUNDER, INDRAMAYU, JAWA BARAT",12,120,51,171
102166,https://kawalpemilu.org#32202,"SADANGSERANG, COBLONG, KOTA BANDUNG, JAWA BARAT",57,84,127,211
95955,https://kawalpemilu.org#32004,"GIRIASIH, BATUJAJAR, BANDUNG BARAT, JAWA BARAT",24,35,132,167
51906,https://kawalpemilu.org#28921,"SUKAMAJU, BAREGBEG, CIAMIS, JAWA BARAT",1,30,165,195
72229,https://kawalpemilu.org#30693,"TERUSAN, SINDANG, INDRAMAYU, JAWA BARAT",13,160,67,227
12370,https://kawalpemilu.org#26655,"CICADAS, CISOLOK, SUKABUMI, JAWA BARAT",6,79,121,200
84501,https://kawalpemilu.org#31535,"KALISARI, TELAGASARI, KARAWANG, JAWA BARAT",6,39,106,145
8181,https://kawalpemilu.org#26451,"BATULAYANG, CISARUA, BOGOR, JAWA BARAT",8,33,229,262
37028,https://kawalpemilu.org#27801,"SAMARANG, SAMARANG, GARUT, JAWA BARAT",4,108,42,150
46813,https://kawalpemilu.org#28466,"LINGGAWANGI, LEUWISARI, TASIKMALAYA, JAWA BARAT",5,30,200,230
45687,https://kawalpemilu.org#28377,"PAPAYAN, JATIWARAS, TASIKMALAYA, JAWA BARAT",7,55,178,233
2148,https://kawalpemilu.org#26191,"PASIR JAMBU, SUKARAJA, BOGOR, JAWA BARAT",29,77,149,226
101831,https://kawalpemilu.org#32192,"LIMUSNUNGGAL, CIBEUREUM, KOTA SUKABUMI, JAWA BARAT",37,34,112,146
52759,https://kawalpemilu.org#28997,"BAOK, CIWARU, KUNINGAN, JAWA BARAT",5,79,76,155
79891,https://kawalpemilu.org#31172,"CIBOGOHILIR, PLERED, PURWAKARTA, JAWA BARAT",12,31,154,185
98809,https://kawalpemilu.org#32111,"PANARAGAN, BOGOR TENGAH, KOTA BOGOR, JAWA BARAT",9,78,120,198
1413,https://kawalpemilu.org#26164,"CIKEAS UDIK, GUNUNG PUTRI, BOGOR, JAWA BARAT",21,31,112,143
47161,https://kawalpemilu.org#28491,"SUKAGALIH, SUKARATU, TASIKMALAYA, JAWA BARAT",10,99,130,229
45054,https://kawalpemilu.org#28331,"SUKARASA, SALAWU, TASIKMALAYA, JAWA BARAT",7,95,94,189
58111,https://kawalpemilu.org#29539,"KEPONGPONGAN, TALUN, CIREBON, JAWA BARAT",9,101,81,182
18989,https://kawalpemilu.org#27041,"CISARANDI, WARUNGKONDANG, CIANJUR, JAWA BARAT",5,81,76,157
62972,https://kawalpemilu.org#29913,"ARGALINGGA, ARGAPURA, MAJALENGKA, JAWA BARAT",2,17,206,223
17271,https://kawalpemilu.org#26933,"SUKALARANG, SUKALARANG, SUKABUMI, JAWA BARAT",19,32,170,202
52106,https://kawalpemilu.org#28936,"CIKUPA, LUMBUNG, CIAMIS, JAWA BARAT",2,64,101,165
90633,https://kawalpemilu.org#31800,"KARANGHARJA, PEBAYURAN, BEKASI, JAWA BARAT",23,60,37,97
115410,https://kawalpemilu.org#32466,"MUSTIKAJAYA, MUSTIKA JAYA, KOTA BEKASI, JAWA BARAT",133,91,142,233
45358,https://kawalpemilu.org#28354,"LEUWIBUDAH, SUKARAJA, TASIKMALAYA, JAWA BARAT",15,69,175,244
54673,https://kawalpemilu.org#29196,"DARMA, DARMA, KUNINGAN, JAWA BARAT",22,49,121,170
80493,https://kawalpemilu.org#31224,"SUKAMUKTI, MANIIS, PURWAKARTA, JAWA BARAT",1,51,142,193
114564,https://kawalpemilu.org#32453,"JATIRASA, JATIASIH, KOTA BEKASI, JAWA BARAT",66,136,59,195
84135,https://kawalpemilu.org#31507,"SUKATANI, CILAMAYA WETAN, KARAWANG, JAWA BARAT",7,155,84,239
119635,https://kawalpemilu.org#32552,"LEUWIGAJAH, CIMAHI SELATAN, KOTA CIMAHI, JAWA BARAT",2,61,117,178
113589,https://kawalpemilu.org#32444,"JATIWARINGIN, PONDOK GEDE, KOTA BEKASI, JAWA BARAT",15,87,145,232
110359,https://kawalpemilu.org#32408,"AREN JAYA, BEKASI TIMUR, KOTA BEKASI, JAWA BARAT",93,89,111,200
122157,https://kawalpemilu.org#32623,"MANGKUBUMI, MANGKUBUMI, KOTA TASIKMALAYA, JAWA BARAT",27,22,193,215
49753,https://kawalpemilu.org#28668,"PURWASARI, KAWALI, CIAMIS, JAWA BARAT",7,20,152,172
88066,https://kawalpemilu.org#31731,"JATIMULYA, TAMBUN SELATAN, BEKASI, JAWA BARAT",211,146,112,258
120975,https://kawalpemilu.org#32577,"NAGARASARI, CIPEDES, KOTA TASIKMALAYA, JAWA BARAT",4,63,93,156
30709,https://kawalpemilu.org#27573,"SUMBERSARI, CIPARAY, BANDUNG, JAWA BARAT",35,60,161,221
61099,https://kawalpemilu.org#29746,"KEJUDEN, DEPOK, CIREBON, JAWA BARAT",4,110,91,201
116547,https://kawalpemilu.org#32483,"TUGU, CIMANGGIS, KOTA DEPOK, JAWA BARAT",126,111,68,179
112415,https://kawalpemilu.org#32427,"KAYURINGIN JAYA, BEKASI SELATAN, KOTA BEKASI, JAWA BARAT",131,131,127,258
75139,https://kawalpemilu.org#30880,"KALIJATI BARAT, KALIJATI, SUBANG, JAWA BARAT",33,91,120,211
75506,https://kawalpemilu.org#30901,"PARAPATAN, PURWADADI, SUBANG, JAWA BARAT",22,106,56,162
51599,https://kawalpemilu.org#28900,"KEPEL, CISAGA, CIAMIS, JAWA BARAT",6,53,101,154
6667,https://kawalpemilu.org#26368,"MEKARSARI, RUMPIN, BOGOR, JAWA BARAT",11,59,130,189
50782,https://kawalpemilu.org#28743,"TAMBAKSARI, TAMBAKSARI, CIAMIS, JAWA BARAT",5,94,38,132
80982,https://kawalpemilu.org#31278,"PANGKALAN, BOJONG, PURWAKARTA, JAWA BARAT",7,73,139,212
92017,https://kawalpemilu.org#31866,"CICAU, CIKARANG PUSAT, BEKASI, JAWA BARAT",3,21,176,197
104090,https://kawalpemilu.org#32244,"CIHAPIT, BANDUNG WETAN, KOTA BANDUNG, JAWA BARAT",10,124,54,178
44644,https://kawalpemilu.org#28301,"CUKANGKAWUNG, SODONGHILIR, TASIKMALAYA, JAWA BARAT",20,9,140,149
81775,https://kawalpemilu.org#31351,"TUNGGAKJATI, KARAWANG BARAT, KARAWANG, JAWA BARAT",29,88,197,285
57716,https://kawalpemilu.org#29510,"WARUDUWUR, MUNDU, CIREBON, JAWA BARAT",4,170,35,205
99793,https://kawalpemilu.org#32134,"KEDUNGHALANG, BOGOR UTARA, KOTA BOGOR, JAWA BARAT",25,68,103,171
113010,https://kawalpemilu.org#32432,"BOJONG MENTENG, RAWA LUMBU, KOTA BEKASI, JAWA BARAT",94,127,61,188
26446,https://kawalpemilu.org#27442,"MARGAHAYU SELATAN, MARGAHAYU, BANDUNG, JAWA BARAT",68,50,131,181
64623,https://kawalpemilu.org#30058,"PASINDANGAN, JATITUJUH, MAJALENGKA, JAWA BARAT",2,97,115,212
36626,https://kawalpemilu.org#27777,"JAYARAGA, TAROGONG KIDUL, GARUT, JAWA BARAT",32,42,221,263
113043,https://kawalpemilu.org#32434,"MEDAN SATRIA, MEDAN SATRIA, KOTA BEKASI, JAWA BARAT",14,64,185,249
30005,https://kawalpemilu.org#27553,"RANCAEKEK WETAN, RANCAEKEK, BANDUNG, JAWA BARAT",39,47,129,176
16276,https://kawalpemilu.org#26878,"SELAJAMBE, CISAAT, SUKABUMI, JAWA BARAT",7,50,195,245
107987,https://kawalpemilu.org#32346,"CISURUPAN, CIBIRU, KOTA BANDUNG, JAWA BARAT",30,113,116,229
9766,https://kawalpemilu.org#26519,"SUKAMANTRI, TAMANSARI, BOGOR, JAWA BARAT",17,112,128,240
74082,https://kawalpemilu.org#30819,"KAPLONGAN, KEDOKAN BUNDER, INDRAMAYU, JAWA BARAT",4,113,91,204
43590,https://kawalpemilu.org#28216,"KALAPAGENEP, CIKALONG, TASIKMALAYA, JAWA BARAT",13,57,145,202
124477,https://kawalpemilu.org#28956,"KERTAJAYA, MANGUNJAYA, PANGANDARAN, JAWA BARAT",18,149,54,203
46256,https://kawalpemilu.org#28426,"CIKADONGDONG, SINGAPARNA, TASIKMALAYA, JAWA BARAT",8,28,181,209
47587,https://kawalpemilu.org#28526,"CONDONG, JAMANIS, TASIKMALAYA, JAWA BARAT",6,25,146,171
97255,https://kawalpemilu.org#32063,"PUNCAKSARI, SINDANGKERTA, BANDUNG BARAT, JAWA BARAT",11,87,76,163
35423,https://kawalpemilu.org#27724,"REGOL, GARUT KOTA, GARUT, JAWA BARAT",32,36,105,141
120034,https://kawalpemilu.org#32557,"KARANGMEKAR, CIMAHI TENGAH, KOTA CIMAHI, JAWA BARAT",41,78,84,162
95991,https://kawalpemilu.org#32009,"CIPATIK, CIHAMPELAS, BANDUNG BARAT, JAWA BARAT",28,51,111,162
124462,https://kawalpemilu.org#28956,"KERTAJAYA, MANGUNJAYA, PANGANDARAN, JAWA BARAT",3,131,46,177
494,https://kawalpemilu.org#26152,"SUKAHATI, CIBINONG, BOGOR, JAWA BARAT",41,64,76,140
69032,https://kawalpemilu.org#30453,"TRUNAMANGGALA, CIMALAKA, SUMEDANG, JAWA BARAT",19,100,64,164
27999,https://kawalpemilu.org#27477,"NEGLASARI, BANJARAN, BANDUNG, JAWA BARAT",29,37,103,140
57353,https://kawalpemilu.org#29484,"SIDAMULYA, ASTANAJAPURA, CIREBON, JAWA BARAT",9,144,30,174
58961,https://kawalpemilu.org#29603,"SETU WETAN, WERU, CIREBON, JAWA BARAT",8,100,73,173
73310,https://kawalpemilu.org#30773,"LEMPUYANG, ANJATAN, INDRAMAYU, JAWA BARAT",15,123,63,186
72243,https://kawalpemilu.org#30694,"DERMAYU, SINDANG, INDRAMAYU, JAWA BARAT",5,68,162,230
23315,https://kawalpemilu.org#27292,"SIRNAGALIH, SINDANGBARANG, CIANJUR, JAWA BARAT",3,32,113,145
74160,https://kawalpemilu.org#30825,"PASEKAN, PASEKAN, INDRAMAYU, JAWA BARAT",8,229,24,253
6231,https://kawalpemilu.org#26351,"GUNUNG PICUNG, PAMIJAHAN, BOGOR, JAWA BARAT",30,87,132,219
